name,description,signature,url
"mxnet.ndarray.GroupNorm","Group normalization.","mxnet.ndarray.GroupNorm(data=None\, gamma=None\, beta=None\, num_groups=_Null\, eps=_Null\, output_mean_var=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.GroupNorm"
"mxnet.ndarray.IdentityAttachKLSparseReg","Apply a sparse regularization to the output a sigmoid activation function.","mxnet.ndarray.IdentityAttachKLSparseReg(data=None\, sparseness_target=_Null\, penalty=_Null\, momentum=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.IdentityAttachKLSparseReg"
"mxnet.ndarray.InstanceNorm","Applies instance normalization to the n-dimensional input array.","mxnet.ndarray.InstanceNorm(data=None\, gamma=None\, beta=None\, eps=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.InstanceNorm"
"mxnet.ndarray.L2Normalization","Normalize the input array using the L2 norm.","mxnet.ndarray.L2Normalization(data=None\, eps=_Null\, mode=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.L2Normalization"
"mxnet.ndarray.LRN","Applies local response normalization to the input.","mxnet.ndarray.LRN(data=None\, alpha=_Null\, beta=_Null\, knorm=_Null\, nsize=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.LRN"
"mxnet.ndarray.LayerNorm","Layer normalization.","mxnet.ndarray.LayerNorm(data=None\, gamma=None\, beta=None\, axis=_Null\, eps=_Null\, output_mean_var=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.LayerNorm"
"mxnet.ndarray.LeakyReLU","Applies Leaky rectified linear unit activation element-wise to the input.","mxnet.ndarray.LeakyReLU(data=None\, gamma=None\, act_type=_Null\, slope=_Null\, lower_bound=_Null\, upper_bound=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.LeakyReLU"
"mxnet.ndarray.LinearRegressionOutput","Computes and optimizes for squared loss during backward propagation. Just outputs data during forward propagation.","mxnet.ndarray.LinearRegressionOutput(data=None\, label=None\, grad_scale=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.LinearRegressionOutput"
"mxnet.ndarray.LogisticRegressionOutput","Applies a logistic function to the input.","mxnet.ndarray.LogisticRegressionOutput(data=None\, label=None\, grad_scale=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.LogisticRegressionOutput"
"mxnet.ndarray.MAERegressionOutput","Computes mean absolute error of the input.","mxnet.ndarray.MAERegressionOutput(data=None\, label=None\, grad_scale=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.MAERegressionOutput"
"mxnet.ndarray.MakeLoss","Make your own loss function in network construction.","mxnet.ndarray.MakeLoss(data=None\, grad_scale=_Null\, valid_thresh=_Null\, normalization=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.MakeLoss"
"mxnet.ndarray.NDArray","Bases: mxnet._ctypes.ndarray.NDArrayBase","mxnet.ndarray.NDArray(handle\, writable=True)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.NDArray"
"mxnet.ndarray.Pad","Pads an input array with a constant or edge values of the array.","mxnet.ndarray.Pad(data=None\, mode=_Null\, pad_width=_Null\, constant_value=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.Pad"
"mxnet.ndarray.Pooling","Performs pooling on the input.","mxnet.ndarray.Pooling(data=None\, kernel=_Null\, pool_type=_Null\, global_pool=_Null\, cudnn_off=_Null\, pooling_convention=_Null\, stride=_Null\, pad=_Null\, p_value=_Null\, count_include_pad=_Null\, layout=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.Pooling"
"mxnet.ndarray.Pooling_v1","This operator is DEPRECATED. Perform pooling on the input.","mxnet.ndarray.Pooling_v1(data=None\, kernel=_Null\, pool_type=_Null\, global_pool=_Null\, pooling_convention=_Null\, stride=_Null\, pad=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.Pooling_v1"
"mxnet.ndarray.RNN","Applies recurrent layers to input data. Currently\, vanilla RNN\, LSTM and GRU are implemented\, with both multi-layer and bidirectional support.","mxnet.ndarray.RNN(data=None\, parameters=None\, state=None\, state_cell=None\, sequence_length=None\, state_size=_Null\, num_layers=_Null\, bidirectional=_Null\, mode=_Null\, p=_Null\, state_outputs=_Null\, projection_size=_Null\, lstm_state_clip_min=_Null\, lstm_state_clip_max=_Null\, lstm_state_clip_nan=_Null\, use_sequence_length=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.RNN"
"mxnet.ndarray.ROIPooling","Performs region of interest(ROI) pooling on the input array.","mxnet.ndarray.ROIPooling(data=None\, rois=None\, pooled_size=_Null\, spatial_scale=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.ROIPooling"
"mxnet.ndarray.Reshape","Reshapes the input array. .. note:: Reshape is deprecated\, use reshape Given an array and a shape\, this function returns a copy of the array in the new shape. The shape is a tuple of integers such as (2\,3\,4). The size of the new shape should be same as the size of the input array. Example:","mxnet.ndarray.Reshape(data=None\, shape=_Null\, reverse=_Null\, target_shape=_Null\, keep_highest=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.Reshape"
"mxnet.ndarray.SVMOutput","Computes support vector machine based transformation of the input.","mxnet.ndarray.SVMOutput(data=None\, label=None\, margin=_Null\, regularization_coefficient=_Null\, use_linear=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.SVMOutput"
"mxnet.ndarray.SequenceLast","Takes the last element of a sequence.","mxnet.ndarray.SequenceLast(data=None\, sequence_length=None\, use_sequence_length=_Null\, axis=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.SequenceLast"
"mxnet.ndarray.SequenceMask","Sets all elements outside the sequence to a constant value.","mxnet.ndarray.SequenceMask(data=None\, sequence_length=None\, use_sequence_length=_Null\, value=_Null\, axis=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.SequenceMask"
"mxnet.ndarray.SequenceReverse","Reverses the elements of each sequence.","mxnet.ndarray.SequenceReverse(data=None\, sequence_length=None\, use_sequence_length=_Null\, axis=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.SequenceReverse"
"mxnet.ndarray.SliceChannel","Splits an array along a particular axis into multiple sub-arrays.","mxnet.ndarray.SliceChannel(data=None\, num_outputs=_Null\, axis=_Null\, squeeze_axis=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.SliceChannel"
"mxnet.ndarray.Softmax","Computes the gradient of cross entropy loss with respect to softmax output.","mxnet.ndarray.Softmax(data=None\, label=None\, grad_scale=_Null\, ignore_label=_Null\, multi_output=_Null\, use_ignore=_Null\, preserve_shape=_Null\, normalization=_Null\, out_grad=_Null\, smooth_alpha=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.Softmax"
"mxnet.ndarray.SoftmaxActivation","Applies softmax activation to input. This is intended for internal layers.","mxnet.ndarray.SoftmaxActivation(data=None\, mode=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.SoftmaxActivation"
"mxnet.ndarray.SoftmaxOutput","Computes the gradient of cross entropy loss with respect to softmax output.","mxnet.ndarray.SoftmaxOutput(data=None\, label=None\, grad_scale=_Null\, ignore_label=_Null\, multi_output=_Null\, use_ignore=_Null\, preserve_shape=_Null\, normalization=_Null\, out_grad=_Null\, smooth_alpha=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.SoftmaxOutput"
"mxnet.ndarray.SpatialTransformer","Applies a spatial transformer to input feature map.","mxnet.ndarray.SpatialTransformer(data=None\, loc=None\, target_shape=_Null\, transform_type=_Null\, sampler_type=_Null\, cudnn_off=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.SpatialTransformer"
"mxnet.ndarray.SwapAxis","Interchanges two axes of an array.","mxnet.ndarray.SwapAxis(data=None\, dim1=_Null\, dim2=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.SwapAxis"
"mxnet.ndarray.UpSampling","Upsamples the given input data.","mxnet.ndarray.UpSampling(*data\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.UpSampling"
"mxnet.ndarray.abs","Returns element-wise absolute value of the input.","mxnet.ndarray.abs(data=None\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.abs"
"mxnet.ndarray.abs","Returns element-wise absolute value of the input.","mxnet.ndarray.abs(data=None\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.abs"
"mxnet.ndarray.adam_update","Update function for Adam optimizer. Adam is seen as a generalization of AdaGrad.","mxnet.ndarray.adam_update(weight=None\, grad=None\, mean=None\, var=None\, lr=_Null\, beta1=_Null\, beta2=_Null\, epsilon=_Null\, wd=_Null\, rescale_grad=_Null\, clip_gradient=_Null\, lazy_update=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.adam_update"
"mxnet.ndarray.add","Returns element-wise sum of the input arrays with broadcasting.","mxnet.ndarray.add(lhs\, rhs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.add"
"mxnet.ndarray.add_n","Adds all input arguments element-wise.","mxnet.ndarray.add_n(*args\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.add_n"
"mxnet.ndarray.all_finite","Check if all the float numbers in the array are finite (used for AMP)","mxnet.ndarray.all_finite(data=None\, init_output=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.all_finite"
"mxnet.ndarray.amp_cast","Cast function between low precision float/FP32 used by AMP.","mxnet.ndarray.amp_cast(data=None\, dtype=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.amp_cast"
"mxnet.ndarray.amp_multicast","Cast function used by AMP\, that casts its inputs to the common widest type.","mxnet.ndarray.amp_multicast(*data\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.amp_multicast"
"mxnet.ndarray.arange","Returns evenly spaced values within a given interval.","mxnet.ndarray.arange(start\, stop=None\, step=1.0\, repeat=1\, infer_range=None\, ctx=None\, dtype=<class 'numpy.float32'>)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.arange"
"mxnet.ndarray.arccos","Returns element-wise inverse cosine of the input array.","mxnet.ndarray.arccos(data=None\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.arccos"
"mxnet.ndarray.arccos","Returns element-wise inverse cosine of the input array.","mxnet.ndarray.arccos(data=None\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.arccos"
"mxnet.ndarray.arccosh","Returns the element-wise inverse hyperbolic cosine of the input array\, computed element-wise.","mxnet.ndarray.arccosh(data=None\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.arccosh"
"mxnet.ndarray.arccosh","Returns the element-wise inverse hyperbolic cosine of the input array\, computed element-wise.","mxnet.ndarray.arccosh(data=None\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.arccosh"
"mxnet.ndarray.arcsin","Returns element-wise inverse sine of the input array.","mxnet.ndarray.arcsin(data=None\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.arcsin"
"mxnet.ndarray.arcsin","Returns element-wise inverse sine of the input array.","mxnet.ndarray.arcsin(data=None\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.arcsin"
"mxnet.ndarray.arcsinh","Returns the element-wise inverse hyperbolic sine of the input array\, computed element-wise.","mxnet.ndarray.arcsinh(data=None\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.arcsinh"
"mxnet.ndarray.arcsinh","Returns the element-wise inverse hyperbolic sine of the input array\, computed element-wise.","mxnet.ndarray.arcsinh(data=None\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.arcsinh"
"mxnet.ndarray.arctan","Returns element-wise inverse tangent of the input array.","mxnet.ndarray.arctan(data=None\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.arctan"
"mxnet.ndarray.arctan","Returns element-wise inverse tangent of the input array.","mxnet.ndarray.arctan(data=None\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.arctan"
"mxnet.ndarray.arctanh","Returns the element-wise inverse hyperbolic tangent of the input array\, computed element-wise.","mxnet.ndarray.arctanh(data=None\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.arctanh"
"mxnet.ndarray.arctanh","Returns the element-wise inverse hyperbolic tangent of the input array\, computed element-wise.","mxnet.ndarray.arctanh(data=None\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.arctanh"
"mxnet.ndarray.argmax","Returns indices of the maximum values along an axis.","mxnet.ndarray.argmax(data=None\, axis=_Null\, keepdims=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.argmax"
"mxnet.ndarray.argmax","Returns indices of the maximum values along an axis.","mxnet.ndarray.argmax(data=None\, axis=_Null\, keepdims=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.argmax"
"mxnet.ndarray.argmax_channel","Returns argmax indices of each channel from the input array.","mxnet.ndarray.argmax_channel(data=None\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.argmax_channel"
"mxnet.ndarray.argmax_channel","Returns argmax indices of each channel from the input array.","mxnet.ndarray.argmax_channel(data=None\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.argmax_channel"
"mxnet.ndarray.argmin","Returns indices of the minimum values along an axis.","mxnet.ndarray.argmin(data=None\, axis=_Null\, keepdims=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.argmin"
"mxnet.ndarray.argmin","Returns indices of the minimum values along an axis.","mxnet.ndarray.argmin(data=None\, axis=_Null\, keepdims=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.argmin"
"mxnet.ndarray.argsort","Returns the indices that would sort an input array along the given axis.","mxnet.ndarray.argsort(data=None\, axis=_Null\, is_ascend=_Null\, dtype=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.argsort"
"mxnet.ndarray.argsort","Returns the indices that would sort an input array along the given axis.","mxnet.ndarray.argsort(data=None\, axis=_Null\, is_ascend=_Null\, dtype=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.argsort"
"mxnet.ndarray.array","Creates an array from any object exposing the array interface.","mxnet.ndarray.array(source_array\, ctx=None\, dtype=None)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.array"
"mxnet.ndarray.batch_dot","Batchwise dot product.","mxnet.ndarray.batch_dot(lhs=None\, rhs=None\, transpose_a=_Null\, transpose_b=_Null\, forward_stype=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.batch_dot"
"mxnet.ndarray.batch_take","Takes elements from a data batch.","mxnet.ndarray.batch_take(a=None\, indices=None\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.batch_take"
"mxnet.ndarray.broadcast_add","Returns element-wise sum of the input arrays with broadcasting.","mxnet.ndarray.broadcast_add(lhs=None\, rhs=None\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.broadcast_add"
"mxnet.ndarray.broadcast_axes","Broadcasts the input array over particular axes.","mxnet.ndarray.broadcast_axes(data=None\, axis=_Null\, size=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.broadcast_axes"
"mxnet.ndarray.broadcast_axes","Broadcasts the input array over particular axes.","mxnet.ndarray.broadcast_axes(data=None\, axis=_Null\, size=_Null\, out=None\, name=None\, **kwargs)","https://mxnet.apache.org/versions/1.8.0/api/python/docs/api/ndarray/ndarray.html#mxnet.ndarray.broadcast_axes"
