name,description,signature,url
"ndarray.__divmod__","Return divmod(self\, value).","ndarray.__divmod__(value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__divmod__.html#numpy.ndarray.__divmod__"
"ndarray.__eq__","Return self==value.","ndarray.__eq__(value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__eq__.html#numpy.ndarray.__eq__"
"ndarray.__float__","","ndarray.__float__(self)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__float__.html#numpy.ndarray.__float__"
"ndarray.__floordiv__","Return self//value.","ndarray.__floordiv__(value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__floordiv__.html#numpy.ndarray.__floordiv__"
"ndarray.__ge__","Return self>=value.","ndarray.__ge__(value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__ge__.html#numpy.ndarray.__ge__"
"ndarray.__getitem__","Return self[key].","ndarray.__getitem__(key\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__getitem__.html#numpy.ndarray.__getitem__"
"ndarray.__gt__","Return self>value.","ndarray.__gt__(value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__gt__.html#numpy.ndarray.__gt__"
"ndarray.__iadd__","Return self+=value.","ndarray.__iadd__(value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__iadd__.html#numpy.ndarray.__iadd__"
"ndarray.__iand__","Return self&=value.","ndarray.__iand__(value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__iand__.html#numpy.ndarray.__iand__"
"ndarray.__ifloordiv__","Return self//=value.","ndarray.__ifloordiv__(value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__ifloordiv__.html#numpy.ndarray.__ifloordiv__"
"ndarray.__ilshift__","Return self<<=value.","ndarray.__ilshift__(value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__ilshift__.html#numpy.ndarray.__ilshift__"
"ndarray.__imod__","Return self%=value.","ndarray.__imod__(value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__imod__.html#numpy.ndarray.__imod__"
"ndarray.__imul__","Return self*=value.","ndarray.__imul__(value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__imul__.html#numpy.ndarray.__imul__"
"ndarray.__int__","","ndarray.__int__(self)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__int__.html#numpy.ndarray.__int__"
"ndarray.__invert__","~self","ndarray.__invert__(/)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__invert__.html#numpy.ndarray.__invert__"
"ndarray.__ior__","Return self|=value.","ndarray.__ior__(value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__ior__.html#numpy.ndarray.__ior__"
"ndarray.__ipow__","Return self**=value.","ndarray.__ipow__(value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__ipow__.html#numpy.ndarray.__ipow__"
"ndarray.__irshift__","Return self>>=value.","ndarray.__irshift__(value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__irshift__.html#numpy.ndarray.__irshift__"
"ndarray.__isub__","Return self-=value.","ndarray.__isub__(value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__isub__.html#numpy.ndarray.__isub__"
"ndarray.__itruediv__","Return self/=value.","ndarray.__itruediv__(value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__itruediv__.html#numpy.ndarray.__itruediv__"
"ndarray.__ixor__","Return self^=value.","ndarray.__ixor__(value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__ixor__.html#numpy.ndarray.__ixor__"
"ndarray.__le__","Return self<=value.","ndarray.__le__(value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__le__.html#numpy.ndarray.__le__"
"ndarray.__len__","Return len(self).","ndarray.__len__(/)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__len__.html#numpy.ndarray.__len__"
"ndarray.__lshift__","Return self<<value.","ndarray.__lshift__(value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__lshift__.html#numpy.ndarray.__lshift__"
"ndarray.__lt__","Return self<value.","ndarray.__lt__(value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__lt__.html#numpy.ndarray.__lt__"
"ndarray.__matmul__","Return self@value.","ndarray.__matmul__(value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__matmul__.html#numpy.ndarray.__matmul__"
"ndarray.__mod__","Return self%value.","ndarray.__mod__(value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__mod__.html#numpy.ndarray.__mod__"
"ndarray.__mul__","Return self*value.","ndarray.__mul__(value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__mul__.html#numpy.ndarray.__mul__"
"ndarray.__ne__","Return self!=value.","ndarray.__ne__(value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__ne__.html#numpy.ndarray.__ne__"
"ndarray.__neg__","-self","ndarray.__neg__(/)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__neg__.html#numpy.ndarray.__neg__"
"ndarray.__new__","Create and return a new object.","ndarray.__new__(*args\, **kwargs)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__new__.html#numpy.ndarray.__new__"
"ndarray.__or__","Return self|value.","ndarray.__or__(value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__or__.html#numpy.ndarray.__or__"
"ndarray.__pos__","+self","ndarray.__pos__(/)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__pos__.html#numpy.ndarray.__pos__"
"ndarray.__pow__","Return pow(self\, value\, mod).","ndarray.__pow__(value[\, mod])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__pow__.html#numpy.ndarray.__pow__"
"ndarray.__reduce__","For pickling.","ndarray.__reduce__()","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__reduce__.html#numpy.ndarray.__reduce__"
"ndarray.__repr__","Return repr(self).","ndarray.__repr__(/)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__repr__.html#numpy.ndarray.__repr__"
"ndarray.__rshift__","Return self>>value.","ndarray.__rshift__(value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__rshift__.html#numpy.ndarray.__rshift__"
"ndarray.__setitem__","Set self[key] to value.","ndarray.__setitem__(key\, value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__setitem__.html#numpy.ndarray.__setitem__"
"ndarray.__setstate__","For unpickling.","ndarray.__setstate__(state\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__setstate__.html#numpy.ndarray.__setstate__"
"ndarray.__str__","Return str(self).","ndarray.__str__(/)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__str__.html#numpy.ndarray.__str__"
"ndarray.__sub__","Return self-value.","ndarray.__sub__(value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__sub__.html#numpy.ndarray.__sub__"
"ndarray.__truediv__","Return self/value.","ndarray.__truediv__(value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__truediv__.html#numpy.ndarray.__truediv__"
"ndarray.__xor__","Return self^value.","ndarray.__xor__(value\, /)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__xor__.html#numpy.ndarray.__xor__"
"ndarray.all","Returns True if all elements evaluate to True.","ndarray.all([axis\, out\, keepdims\, where])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.all.html#numpy.ndarray.all"
"ndarray.any","Returns True if any of the elements of a evaluate to True.","ndarray.any([axis\, out\, keepdims\, where])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.any.html#numpy.ndarray.any"
"ndarray.argmax","Return indices of the maximum values along the given axis.","ndarray.argmax([axis\, out])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.argmax.html#numpy.ndarray.argmax"
"ndarray.argmin","Return indices of the minimum values along the given axis.","ndarray.argmin([axis\, out])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.argmin.html#numpy.ndarray.argmin"
"ndarray.argpartition","Returns the indices that would partition this array.","ndarray.argpartition(kth[\, axis\, kind\, order])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.argpartition.html#numpy.ndarray.argpartition"
"ndarray.argsort","Returns the indices that would sort this array.","ndarray.argsort([axis\, kind\, order])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.argsort.html#numpy.ndarray.argsort"
"ndarray.astype","Copy of the array\, cast to a specified type.","ndarray.astype(dtype[\, order\, casting\, …])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.astype.html#numpy.ndarray.astype"
"ndarray.base","Base object if memory is from some other object.","ndarray.base","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.base.html#numpy.ndarray.base"
"ndarray.byteswap","Swap the bytes of the array elements","ndarray.byteswap([inplace])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.byteswap.html#numpy.ndarray.byteswap"
"ndarray.choose","Use an index array to construct a new array from a set of choices.","ndarray.choose(choices[\, out\, mode])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.choose.html#numpy.ndarray.choose"
"ndarray.clip","Return an array whose values are limited to [min\, max].","ndarray.clip([min\, max\, out])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.clip.html#numpy.ndarray.clip"
"ndarray.compress","Return selected slices of this array along given axis.","ndarray.compress(condition[\, axis\, out])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.compress.html#numpy.ndarray.compress"
"ndarray.conj","Complex-conjugate all elements.","ndarray.conj()","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.conj.html#numpy.ndarray.conj"
"ndarray.copy","Return a copy of the array.","ndarray.copy([order])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.copy.html#numpy.ndarray.copy"
"ndarray.ctypes","An object to simplify the interaction of the array with the ctypes module.","ndarray.ctypes","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.ctypes.html#numpy.ndarray.ctypes"
"ndarray.ctypes","An object to simplify the interaction of the array with the ctypes module.","ndarray.ctypes","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.ctypes.html#numpy.ndarray.ctypes"
"ndarray.cumprod","Return the cumulative product of the elements along the given axis.","ndarray.cumprod([axis\, dtype\, out])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.cumprod.html#numpy.ndarray.cumprod"
"ndarray.cumsum","Return the cumulative sum of the elements along the given axis.","ndarray.cumsum([axis\, dtype\, out])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.cumsum.html#numpy.ndarray.cumsum"
"ndarray.data","Python buffer object pointing to the start of the array’s data.","ndarray.data","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.data.html#numpy.ndarray.data"
"ndarray.diagonal","Return specified diagonals.","ndarray.diagonal([offset\, axis1\, axis2])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.diagonal.html#numpy.ndarray.diagonal"
"ndarray.dtype","Data-type of the array’s elements.","ndarray.dtype","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.dtype.html#numpy.ndarray.dtype"
"ndarray.dump","Dump a pickle of the array to the specified file.","ndarray.dump(file)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.dump.html#numpy.ndarray.dump"
"ndarray.dumps","Returns the pickle of the array as a string.","ndarray.dumps()","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.dumps.html#numpy.ndarray.dumps"
"ndarray.fill","Fill the array with a scalar value.","ndarray.fill(value)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.fill.html#numpy.ndarray.fill"
"ndarray.flags","Information about the memory layout of the array.","ndarray.flags","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.flags.html#numpy.ndarray.flags"
"ndarray.flat","A 1-D iterator over the array.","ndarray.flat","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.flat.html#numpy.ndarray.flat"
"ndarray.flatten","Return a copy of the array collapsed into one dimension.","ndarray.flatten([order])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.flatten.html#numpy.ndarray.flatten"
"ndarray.getfield","Returns a field of the given array as a certain type.","ndarray.getfield(dtype[\, offset])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.getfield.html#numpy.ndarray.getfield"
"ndarray.imag","The imaginary part of the array.","ndarray.imag","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.imag.html#numpy.ndarray.imag"
"ndarray.item","Copy an element of an array to a standard Python scalar and return it.","ndarray.item(*args)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.item.html#numpy.ndarray.item"
"ndarray.itemset","Insert scalar into an array (scalar is cast to array’s dtype\, if possible)","ndarray.itemset(*args)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.itemset.html#numpy.ndarray.itemset"
"ndarray.itemsize","Length of one array element in bytes.","ndarray.itemsize","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.itemsize.html#numpy.ndarray.itemsize"
"ndarray.max","Return the maximum along a given axis.","ndarray.max([axis\, out\, keepdims\, initial\, …])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.max.html#numpy.ndarray.max"
"ndarray.mean","Returns the average of the array elements along given axis.","ndarray.mean([axis\, dtype\, out\, keepdims\, where])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.mean.html#numpy.ndarray.mean"
"ndarray.min","Return the minimum along a given axis.","ndarray.min([axis\, out\, keepdims\, initial\, …])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.min.html#numpy.ndarray.min"
"ndarray.nbytes","Total bytes consumed by the elements of the array.","ndarray.nbytes","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.nbytes.html#numpy.ndarray.nbytes"
"ndarray.ndim","Number of array dimensions.","ndarray.ndim","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.ndim.html#numpy.ndarray.ndim"
"ndarray.nonzero","Return the indices of the elements that are non-zero.","ndarray.nonzero()","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.nonzero.html#numpy.ndarray.nonzero"
"ndarray.partition","Rearranges the elements in the array in such a way that the value of the element in kth position is in the position it would be in a sorted array.","ndarray.partition(kth[\, axis\, kind\, order])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.partition.html#numpy.ndarray.partition"
"ndarray.prod","Return the product of the array elements over the given axis","ndarray.prod([axis\, dtype\, out\, keepdims\, …])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.prod.html#numpy.ndarray.prod"
"ndarray.ptp","Peak to peak (maximum - minimum) value along a given axis.","ndarray.ptp([axis\, out\, keepdims])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.ptp.html#numpy.ndarray.ptp"
"ndarray.put","Set a.flat[n] = values[n] for all n in indices.","ndarray.put(indices\, values[\, mode])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.put.html#numpy.ndarray.put"
"ndarray.ravel","Return a flattened array.","ndarray.ravel([order])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.ravel.html#numpy.ndarray.ravel"
"ndarray.real","The real part of the array.","ndarray.real","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.real.html#numpy.ndarray.real"
"ndarray.repeat","Repeat elements of an array.","ndarray.repeat(repeats[\, axis])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.repeat.html#numpy.ndarray.repeat"
"ndarray.reshape","Returns an array containing the same data with a new shape.","ndarray.reshape(shape[\, order])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.reshape.html#numpy.ndarray.reshape"
"ndarray.resize","Change shape and size of array in-place.","ndarray.resize(new_shape[\, refcheck])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.resize.html#numpy.ndarray.resize"
"ndarray.round","Return a with each element rounded to the given number of decimals.","ndarray.round([decimals\, out])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.round.html#numpy.ndarray.round"
"ndarray.searchsorted","Find indices where elements of v should be inserted in a to maintain order.","ndarray.searchsorted(v[\, side\, sorter])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.searchsorted.html#numpy.ndarray.searchsorted"
"ndarray.setflags","Set array flags WRITEABLE\, ALIGNED\, (WRITEBACKIFCOPY and UPDATEIFCOPY)\, respectively.","ndarray.setflags([write\, align\, uic])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.setflags.html#numpy.ndarray.setflags"
"ndarray.shape","Tuple of array dimensions.","ndarray.shape","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.shape.html#numpy.ndarray.shape"
"ndarray.size","Number of elements in the array.","ndarray.size","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.size.html#numpy.ndarray.size"
"ndarray.sort","Sort an array in-place.","ndarray.sort([axis\, kind\, order])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.sort.html#numpy.ndarray.sort"
"ndarray.squeeze","Remove axes of length one from a.","ndarray.squeeze([axis])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.squeeze.html#numpy.ndarray.squeeze"
"ndarray.std","Returns the standard deviation of the array elements along given axis.","ndarray.std([axis\, dtype\, out\, ddof\, …])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.std.html#numpy.ndarray.std"
"ndarray.strides","Tuple of bytes to step in each dimension when traversing an array.","ndarray.strides","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.strides.html#numpy.ndarray.strides"
"ndarray.sum","Return the sum of the array elements over the given axis.","ndarray.sum([axis\, dtype\, out\, keepdims\, …])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.sum.html#numpy.ndarray.sum"
"ndarray.swapaxes","Return a view of the array with axis1 and axis2 interchanged.","ndarray.swapaxes(axis1\, axis2)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.swapaxes.html#numpy.ndarray.swapaxes"
"ndarray.take","Return an array formed from the elements of a at the given indices.","ndarray.take(indices[\, axis\, out\, mode])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.take.html#numpy.ndarray.take"
"ndarray.tobytes","Construct Python bytes containing the raw data bytes in the array.","ndarray.tobytes([order])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.tobytes.html#numpy.ndarray.tobytes"
"ndarray.tofile","Write array to a file as text or binary (default).","ndarray.tofile(fid[\, sep\, format])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.tofile.html#numpy.ndarray.tofile"
"ndarray.tolist","Return the array as an a.ndim-levels deep nested list of Python scalars.","ndarray.tolist()","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.tolist.html#numpy.ndarray.tolist"
"ndarray.tostring","A compatibility alias for tobytes\, with exactly the same behavior.","ndarray.tostring([order])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.tostring.html#numpy.ndarray.tostring"
"ndarray.trace","Return the sum along diagonals of the array.","ndarray.trace([offset\, axis1\, axis2\, dtype\, out])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.trace.html#numpy.ndarray.trace"
"ndarray.transpose","Returns a view of the array with axes transposed.","ndarray.transpose(*axes)","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.transpose.html#numpy.ndarray.transpose"
"ndarray.var","Returns the variance of the array elements\, along given axis.","ndarray.var([axis\, dtype\, out\, ddof\, …])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.var.html#numpy.ndarray.var"
"ndarray.view","New view of array with the same data.","ndarray.view([dtype][\, type])","https://numpy.org/doc/stable/reference/generated/numpy.ndarray.view.html#numpy.ndarray.view"
