name,description,signature,url
"argmin","Returns the indices of the minimum values along an axis.","argmin(a[\, axis])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.argmin.html#jax.numpy.argmin"
"argsort","Returns the indices that would sort an array.","argsort(a[\, axis\, kind\, order])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.argsort.html#jax.numpy.argsort"
"around","Round an array to the given number of decimals.","around(a[\, decimals])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.around.html#jax.numpy.around"
"array","Create an array.","array(object[\, dtype\, copy\, order\, ndmin])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.array.html#jax.numpy.array"
"array_repr","Return the string representation of an array.","array_repr(arr[\, max_line_width\, precision\, …])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.array_repr.html#jax.numpy.array_repr"
"array_str","Return a string representation of the data in an array.","array_str(a[\, max_line_width\, precision\, …])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.array_str.html#jax.numpy.array_str"
"asarray","Convert the input to an array.","asarray(a[\, dtype\, order])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.asarray.html#jax.numpy.asarray"
"atleast_1d","Convert inputs to arrays with at least one dimension.","atleast_1d(*arys)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.atleast_1d.html#jax.numpy.atleast_1d"
"atleast_2d","View inputs as arrays with at least two dimensions.","atleast_2d(*arys)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.atleast_2d.html#jax.numpy.atleast_2d"
"atleast_3d","View inputs as arrays with at least three dimensions.","atleast_3d(*arys)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.atleast_3d.html#jax.numpy.atleast_3d"
"bartlett","Return the Bartlett window.","bartlett(*args\, **kwargs)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.bartlett.html#jax.numpy.bartlett"
"bitwise_and","Compute the bit-wise AND of two arrays element-wise.","bitwise_and(x1\, x2)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.bitwise_and.html#jax.numpy.bitwise_and"
"bitwise_not","Compute bit-wise inversion\, or bit-wise NOT\, element-wise.","bitwise_not(x)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.bitwise_not.html#jax.numpy.bitwise_not"
"bitwise_or","Compute the bit-wise OR of two arrays element-wise.","bitwise_or(x1\, x2)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.bitwise_or.html#jax.numpy.bitwise_or"
"bitwise_xor","Compute the bit-wise XOR of two arrays element-wise.","bitwise_xor(x1\, x2)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.bitwise_xor.html#jax.numpy.bitwise_xor"
"blackman","Return the Blackman window.","blackman(*args\, **kwargs)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.blackman.html#jax.numpy.blackman"
"block","Assemble an nd-array from nested lists of blocks.","block(arrays)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.block.html#jax.numpy.block"
"broadcast_arrays","Like Numpy’s broadcast_arrays but doesn’t return views.","broadcast_arrays(*args)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.broadcast_arrays.html#jax.numpy.broadcast_arrays"
"broadcast_to","Like Numpy’s broadcast_to but doesn’t necessarily return views.","broadcast_to(arr\, shape)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.broadcast_to.html#jax.numpy.broadcast_to"
"can_cast","Returns True if cast between data types can occur according to the casting rule.","can_cast(from_\, to[\, casting])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.can_cast.html#jax.numpy.can_cast"
"ceil","Return the ceiling of the input\, element-wise.","ceil(x)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.ceil.html#jax.numpy.ceil"
"cholesky","Cholesky decomposition.","cholesky(a)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.linalg.cholesky.html#jax.numpy.linalg.cholesky"
"clip","Clip (limit) the values in an array.","clip(a[\, a_min\, a_max])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.clip.html#jax.numpy.clip"
"column_stack","Stack 1-D arrays as columns into a 2-D array.","column_stack(tup)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.column_stack.html#jax.numpy.column_stack"
"concatenate","Join a sequence of arrays along an existing axis.","concatenate(arrays[\, axis])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.concatenate.html#jax.numpy.concatenate"
"cond","Compute the condition number of a matrix.","cond(x[\, p])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.linalg.cond.html#jax.numpy.linalg.cond"
"conj","Return the complex conjugate\, element-wise.","conj(x)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.conj.html#jax.numpy.conj"
"conjugate","Return the complex conjugate\, element-wise.","conjugate(x)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.conjugate.html#jax.numpy.conjugate"
"convolve","Returns the discrete\, linear convolution of two one-dimensional sequences.","convolve(x\, y[\, mode\, precision])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.convolve.html#jax.numpy.convolve"
"copysign","Change the sign of x1 to that of x2\, element-wise.","copysign(x1\, x2)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.copysign.html#jax.numpy.copysign"
"corrcoef","Return Pearson product-moment correlation coefficients.","corrcoef(x[\, y\, rowvar])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.corrcoef.html#jax.numpy.corrcoef"
"correlate","Cross-correlation of two 1-dimensional sequences.","correlate(x\, y[\, mode\, precision])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.correlate.html#jax.numpy.correlate"
"cos","Cosine element-wise.","cos(x)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.cos.html#jax.numpy.cos"
"cosh","Hyperbolic cosine\, element-wise.","cosh(x)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.cosh.html#jax.numpy.cosh"
"count_nonzero","Counts the number of non-zero values in the array a.","count_nonzero(a[\, axis])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.count_nonzero.html#jax.numpy.count_nonzero"
"cov","Estimate a covariance matrix\, given data and weights.","cov(m[\, y\, rowvar\, bias\, ddof\, fweights\, …])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.cov.html#jax.numpy.cov"
"cross","Return the cross product of two (arrays of) vectors.","cross(a\, b[\, axisa\, axisb\, axisc\, axis])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.cross.html#jax.numpy.cross"
"cumprod","Return the cumulative product of elements along a given axis.","cumprod(a[\, axis\, dtype])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.cumprod.html#jax.numpy.cumprod"
"cumproduct","Return the cumulative product of elements along a given axis.","cumproduct(a[\, axis\, dtype])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.cumproduct.html#jax.numpy.cumproduct"
"cumsum","Return the cumulative sum of the elements along a given axis.","cumsum(a[\, axis\, dtype])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.cumsum.html#jax.numpy.cumsum"
"deg2rad","Convert angles from degrees to radians.","deg2rad(x)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.deg2rad.html#jax.numpy.deg2rad"
"degrees","Convert angles from radians to degrees.","degrees(x)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.degrees.html#jax.numpy.degrees"
"det","Compute the determinant of an array.","det","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.linalg.det.html#jax.numpy.linalg.det"
"diag","Extract a diagonal or construct a diagonal array.","diag(v[\, k])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.diag.html#jax.numpy.diag"
"diag_indices","Return the indices to access the main diagonal of an array.","diag_indices(n[\, ndim])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.diag_indices.html#jax.numpy.diag_indices"
"diagonal","Return specified diagonals.","diagonal(a[\, offset\, axis1\, axis2])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.diagonal.html#jax.numpy.diagonal"
"divide","Returns a true division of the inputs\, element-wise.","divide(x1\, x2)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.divide.html#jax.numpy.divide"
"divmod","Return element-wise quotient and remainder simultaneously.","divmod(x1\, x2)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.divmod.html#jax.numpy.divmod"
"dot","Dot product of two arrays.","dot(a\, b\, *[\, precision])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.dot.html#jax.numpy.dot"
"dsplit","Split array into multiple sub-arrays along the 3rd axis (depth).","dsplit(ary\, indices_or_sections)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.dsplit.html#jax.numpy.dsplit"
"dstack","Stack arrays in sequence depth wise (along third axis).","dstack(tup)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.dstack.html#jax.numpy.dstack"
"eig","Compute the eigenvalues and right eigenvectors of a square array.","eig(a)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.linalg.eig.html#jax.numpy.linalg.eig"
"eigh","Return the eigenvalues and eigenvectors of a complex Hermitian","eigh(a[\, UPLO\, symmetrize_input])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.linalg.eigh.html#jax.numpy.linalg.eigh"
"eigvals","Compute the eigenvalues of a general matrix.","eigvals(a)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.linalg.eigvals.html#jax.numpy.linalg.eigvals"
"eigvalsh","Compute the eigenvalues of a complex Hermitian or real symmetric matrix.","eigvalsh(a[\, UPLO])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.linalg.eigvalsh.html#jax.numpy.linalg.eigvalsh"
"einsum","Evaluates the Einstein summation convention on the operands.","einsum(*operands\, **kwargs)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.einsum.html#jax.numpy.einsum"
"empty","Return a new array of given shape and type\, filled with zeros.","empty(shape[\, dtype])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.empty.html#jax.numpy.empty"
"empty_like","Return an array of zeros with the same shape and type as a given array.","empty_like(x[\, dtype])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.empty_like.html#jax.numpy.empty_like"
"equal","Return (x1 == x2) element-wise.","equal(x1\, x2)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.equal.html#jax.numpy.equal"
"exp","Calculate the exponential of all elements in the input array.","exp(x)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.exp.html#jax.numpy.exp"
"exp2","Calculate 2**p for all p in the input array.","exp2(x)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.exp2.html#jax.numpy.exp2"
"expand_dims","Expand the shape of an array.","expand_dims(a\, axis)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.expand_dims.html#jax.numpy.expand_dims"
"expm1","Calculate exp(x) - 1 for all elements in the array.","expm1(x)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.expm1.html#jax.numpy.expm1"
"eye","Return a 2-D array with ones on the diagonal and zeros elsewhere.","eye(N[\, M\, k\, dtype])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.eye.html#jax.numpy.eye"
"fabs","Compute the absolute values element-wise.","fabs(x)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.fabs.html#jax.numpy.fabs"
"fft","Compute the one-dimensional discrete Fourier Transform.","fft(a[\, n\, axis\, norm])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.fft.fft.html#jax.numpy.fft.fft"
"fft2","Compute the 2-dimensional discrete Fourier Transform","fft2(a[\, s\, axes\, norm])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.fft.fft2.html#jax.numpy.fft.fft2"
"fftfreq","Return the Discrete Fourier Transform sample frequencies.","fftfreq(n[\, d])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.fft.fftfreq.html#jax.numpy.fft.fftfreq"
"fftn","Compute the N-dimensional discrete Fourier Transform.","fftn(a[\, s\, axes\, norm])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.fft.fftn.html#jax.numpy.fft.fftn"
"fftshift","Shift the zero-frequency component to the center of the spectrum.","fftshift(x[\, axes])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.fft.fftshift.html#jax.numpy.fft.fftshift"
"fix","Round to nearest integer towards zero.","fix(x[\, out])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.fix.html#jax.numpy.fix"
"flip","Reverse the order of elements in an array along the given axis.","flip(m[\, axis])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.flip.html#jax.numpy.flip"
"fliplr","Flip array in the left/right direction.","fliplr(m)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.fliplr.html#jax.numpy.fliplr"
"flipud","Flip array in the up/down direction.","flipud(m)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.flipud.html#jax.numpy.flipud"
"float_power","First array elements raised to powers from second array\, element-wise.","float_power(x1\, x2)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.float_power.html#jax.numpy.float_power"
"floor","Return the floor of the input\, element-wise.","floor(x)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.floor.html#jax.numpy.floor"
"floor_divide","Return the largest integer smaller or equal to the division of the inputs.","floor_divide(x1\, x2)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.floor_divide.html#jax.numpy.floor_divide"
"fmax","Element-wise maximum of array elements.","fmax(x1\, x2)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.fmax.html#jax.numpy.fmax"
"fmin","Element-wise minimum of array elements.","fmin(x1\, x2)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.fmin.html#jax.numpy.fmin"
"fmod","Return the element-wise remainder of division.","fmod(x1\, x2)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.fmod.html#jax.numpy.fmod"
"frexp","Decompose the elements of x into mantissa and twos exponent.","frexp(x)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.frexp.html#jax.numpy.frexp"
"full","Return a new array of given shape and type\, filled with fill_value.","full(shape\, fill_value[\, dtype])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.full.html#jax.numpy.full"
"full_like","Return a full array with the same shape and type as a given array.","full_like(a\, fill_value[\, dtype])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.full_like.html#jax.numpy.full_like"
"gcd","Returns the greatest common divisor of |x1| and |x2|","gcd(x1\, x2)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.gcd.html#jax.numpy.gcd"
"geomspace","Return numbers spaced evenly on a log scale (a geometric progression).","geomspace(start\, stop[\, num\, endpoint\, …])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.geomspace.html#jax.numpy.geomspace"
"greater","Return the truth value of (x1 > x2) element-wise.","greater(x1\, x2)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.greater.html#jax.numpy.greater"
"greater_equal","Return the truth value of (x1 >= x2) element-wise.","greater_equal(x1\, x2)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.greater_equal.html#jax.numpy.greater_equal"
"hamming","Return the Hamming window.","hamming(*args\, **kwargs)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.hamming.html#jax.numpy.hamming"
"hanning","Return the Hanning window.","hanning(*args\, **kwargs)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.hanning.html#jax.numpy.hanning"
"heaviside","Compute the Heaviside step function.","heaviside(x1\, x2)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.heaviside.html#jax.numpy.heaviside"
"hsplit","Split an array into multiple sub-arrays horizontally (column-wise).","hsplit(ary\, indices_or_sections)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.hsplit.html#jax.numpy.hsplit"
"hstack","Stack arrays in sequence horizontally (column wise).","hstack(tup)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.hstack.html#jax.numpy.hstack"
"hypot","Given the “legs” of a right triangle\, return its hypotenuse.","hypot(x1\, x2)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.hypot.html#jax.numpy.hypot"
"identity","Return the identity array.","identity(n[\, dtype])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.identity.html#jax.numpy.identity"
"ifft","Compute the one-dimensional inverse discrete Fourier Transform.","ifft(a[\, n\, axis\, norm])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.fft.ifft.html#jax.numpy.fft.ifft"
"ifft2","Compute the 2-dimensional inverse discrete Fourier Transform.","ifft2(a[\, s\, axes\, norm])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.fft.ifft2.html#jax.numpy.fft.ifft2"
"ifftn","Compute the N-dimensional inverse discrete Fourier Transform.","ifftn(a[\, s\, axes\, norm])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.fft.ifftn.html#jax.numpy.fft.ifftn"
"ifftshift","The inverse of fftshift. Although identical for even-length x\, the","ifftshift(x[\, axes])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.fft.ifftshift.html#jax.numpy.fft.ifftshift"
"imag","Return the imaginary part of the complex argument.","imag(val)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.imag.html#jax.numpy.imag"
"inner","Inner product of two arrays.","inner(a\, b\, *[\, precision])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.inner.html#jax.numpy.inner"
"inv","Compute the (multiplicative) inverse of a matrix.","inv(a)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.linalg.inv.html#jax.numpy.linalg.inv"
"irfft","Compute the inverse of the n-point DFT for real input.","irfft(a[\, n\, axis\, norm])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.fft.irfft.html#jax.numpy.fft.irfft"
"irfft2","Compute the 2-dimensional inverse FFT of a real array.","irfft2(a[\, s\, axes\, norm])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.fft.irfft2.html#jax.numpy.fft.irfft2"
"irfftn","Compute the inverse of the N-dimensional FFT of real input.","irfftn(a[\, s\, axes\, norm])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.fft.irfftn.html#jax.numpy.fft.irfftn"
"isclose","Returns a boolean array where two arrays are element-wise equal within a","isclose(a\, b[\, rtol\, atol\, equal_nan])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.isclose.html#jax.numpy.isclose"
"iscomplex","Returns a bool array\, where True if input element is complex.","iscomplex(x)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.iscomplex.html#jax.numpy.iscomplex"
"isfinite","Test element-wise for finiteness (not infinity or not Not a Number).","isfinite(x)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.isfinite.html#jax.numpy.isfinite"
"isinf","Test element-wise for positive or negative infinity.","isinf(x)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.isinf.html#jax.numpy.isinf"
"isnan","Test element-wise for NaN and return result as a boolean array.","isnan(x)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.isnan.html#jax.numpy.isnan"
"isneginf","Test element-wise for negative infinity\, return result as bool array.","isneginf(infinity\, x)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.isneginf.html#jax.numpy.isneginf"
"isposinf","Test element-wise for positive infinity\, return result as bool array.","isposinf(infinity\, x)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.isposinf.html#jax.numpy.isposinf"
"isreal","Returns a bool array\, where True if input element is real.","isreal(x)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.isreal.html#jax.numpy.isreal"
"isscalar","Returns True if the type of element is a scalar type.","isscalar(num)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.isscalar.html#jax.numpy.isscalar"
"issubdtype","Returns True if first argument is a typecode lower/equal in type hierarchy.","issubdtype(arg1\, arg2)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.issubdtype.html#jax.numpy.issubdtype"
"issubsctype","Determine if the first argument is a subclass of the second argument.","issubsctype(arg1\, arg2)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.issubsctype.html#jax.numpy.issubsctype"
"ix_","Construct an open mesh from multiple sequences.","ix_(*args)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.ix_.html#jax.numpy.ix_"
"kaiser","Return the Kaiser window.","kaiser(*args\, **kwargs)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.kaiser.html#jax.numpy.kaiser"
"kron","Kronecker product of two arrays.","kron(a\, b)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.kron.html#jax.numpy.kron"
"lcm","Returns the lowest common multiple of |x1| and |x2|","lcm(x1\, x2)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.lcm.html#jax.numpy.lcm"
"ldexp","Returns x1 * 2**x2\, element-wise.","ldexp(x1\, x2)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.ldexp.html#jax.numpy.ldexp"
"left_shift","Shift the bits of an integer to the left.","left_shift(x1\, x2)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.left_shift.html#jax.numpy.left_shift"
"less","Return the truth value of (x1 < x2) element-wise.","less(x1\, x2)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.less.html#jax.numpy.less"
"less_equal","Return the truth value of (x1 =< x2) element-wise.","less_equal(x1\, x2)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.less_equal.html#jax.numpy.less_equal"
"linspace","Return evenly spaced numbers over a specified interval.","linspace(start\, stop[\, num\, endpoint\, …])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.linspace.html#jax.numpy.linspace"
"log","Natural logarithm\, element-wise.","log(x)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.log.html#jax.numpy.log"
"log10","Return the base 10 logarithm of the input array\, element-wise.","log10(x)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.log10.html#jax.numpy.log10"
"log1p","Return the natural logarithm of one plus the input array\, element-wise.","log1p(x)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.log1p.html#jax.numpy.log1p"
"log2","Base-2 logarithm of x.","log2(x)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.log2.html#jax.numpy.log2"
"logaddexp","Logarithm of the sum of exponentiations of the inputs.","logaddexp","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.logaddexp.html#jax.numpy.logaddexp"
"logaddexp2","Logarithm of the sum of exponentiations of the inputs in base-2.","logaddexp2","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.logaddexp2.html#jax.numpy.logaddexp2"
"logical_and","Compute the truth value of x1 AND x2 element-wise.","logical_and(*args)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.logical_and.html#jax.numpy.logical_and"
"logical_not","Compute the truth value of NOT x element-wise.","logical_not(*args)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.logical_not.html#jax.numpy.logical_not"
"logical_or","Compute the truth value of x1 OR x2 element-wise.","logical_or(*args)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.logical_or.html#jax.numpy.logical_or"
"logical_xor","Compute the truth value of x1 XOR x2\, element-wise.","logical_xor(*args)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.logical_xor.html#jax.numpy.logical_xor"
"logspace","Return numbers spaced evenly on a log scale.","logspace(start\, stop[\, num\, endpoint\, base\, …])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.logspace.html#jax.numpy.logspace"
"matmul","Matrix product of two arrays.","matmul(a\, b\, *[\, precision])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.matmul.html#jax.numpy.matmul"
"matrix_power","Raise a square matrix to the (integer) power n.","matrix_power(a\, n)","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.linalg.matrix_power.html#jax.numpy.linalg.matrix_power"
"matrix_rank","Return matrix rank of array using SVD method","matrix_rank(M[\, tol])","https://jax.readthedocs.io/en/latest/_autosummary/jax.numpy.linalg.matrix_rank.html#jax.numpy.linalg.matrix_rank"
