name,description,signature,url
"tf.eye","Construct an identity matrix\, or a batch of matrices.","tf.eye","https://www.tensorflow.org/api_docs/python/tf/eye"
"tf.eye","Construct an identity matrix\, or a batch of matrices.","tf.eye","https://www.tensorflow.org/api_docs/python/tf/eye"
"tf.fill","Creates a tensor filled with a scalar value.","tf.fill","https://www.tensorflow.org/api_docs/python/tf/fill"
"tf.fingerprint","Generates fingerprint values.","tf.fingerprint","https://www.tensorflow.org/api_docs/python/tf/fingerprint"
"tf.foldl","foldl on the list of tensors unpacked from elems on dimension 0. (deprecated argument values)","tf.foldl","https://www.tensorflow.org/api_docs/python/tf/foldl"
"tf.foldr","foldr on the list of tensors unpacked from elems on dimension 0. (deprecated argument values)","tf.foldr","https://www.tensorflow.org/api_docs/python/tf/foldr"
"tf.function","Compiles a function into a callable TensorFlow graph. (deprecated arguments)","tf.function","https://www.tensorflow.org/api_docs/python/tf/function"
"tf.gather","Gather slices from params axis axis according to indices. (deprecated arguments)","tf.gather","https://www.tensorflow.org/api_docs/python/tf/gather"
"tf.gather_nd","Gather slices from params into a Tensor with shape specified by indices.","tf.gather_nd","https://www.tensorflow.org/api_docs/python/tf/gather_nd"
"tf.get_logger","Return TF logger instance.","tf.get_logger","https://www.tensorflow.org/api_docs/python/tf/get_logger"
"tf.get_static_value","Returns the constant value of the given tensor\, if efficiently calculable.","tf.get_static_value","https://www.tensorflow.org/api_docs/python/tf/get_static_value"
"tf.grad_pass_through","Creates a grad-pass-through op with the forward behavior provided in f.","tf.grad_pass_through","https://www.tensorflow.org/api_docs/python/tf/grad_pass_through"
"tf.gradients","Constructs symbolic derivatives of sum of ys w.r.t. x in xs.","tf.gradients","https://www.tensorflow.org/api_docs/python/tf/gradients"
"tf.graph_util.import_graph_def","Imports the graph from graph_def into the current default Graph. (deprecated arguments)","tf.graph_util.import_graph_def","https://www.tensorflow.org/api_docs/python/tf/graph_util/import_graph_def"
"tf.group","Create an op that groups multiple operations.","tf.group","https://www.tensorflow.org/api_docs/python/tf/group"
"tf.guarantee_const","Gives a guarantee to the TF runtime that the input tensor is a constant.","tf.guarantee_const","https://www.tensorflow.org/api_docs/python/tf/guarantee_const"
"tf.hessians","Constructs the Hessian of sum of ys with respect to x in xs.","tf.hessians","https://www.tensorflow.org/api_docs/python/tf/hessians"
"tf.histogram_fixed_width","Return histogram of values.","tf.histogram_fixed_width","https://www.tensorflow.org/api_docs/python/tf/histogram_fixed_width"
"tf.histogram_fixed_width_bins","Bins the given values for use in a histogram.","tf.histogram_fixed_width_bins","https://www.tensorflow.org/api_docs/python/tf/histogram_fixed_width_bins"
"tf.identity","Return a Tensor with the same shape and contents as input.","tf.identity","https://www.tensorflow.org/api_docs/python/tf/identity"
"tf.identity_n","Returns a list of tensors with the same shapes and contents as the input","tf.identity_n","https://www.tensorflow.org/api_docs/python/tf/identity_n"
"tf.init_scope","A context manager that lifts ops out of control-flow scopes and function-building graphs.","tf.init_scope","https://www.tensorflow.org/api_docs/python/tf/init_scope"
"tf.inside_function","Indicates whether the caller code is executing inside a tf.function.","tf.inside_function","https://www.tensorflow.org/api_docs/python/tf/inside_function"
"tf.is_tensor","Checks whether x is a TF-native type that can be passed to many TF ops.","tf.is_tensor","https://www.tensorflow.org/api_docs/python/tf/is_tensor"
"tf.keras.initializers.Constant","Initializer that generates tensors with constant values.","tf.keras.initializers.Constant","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/Constant"
"tf.keras.initializers.Constant","Initializer that generates tensors with constant values.","tf.keras.initializers.Constant","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/Constant"
"tf.keras.initializers.GlorotNormal","The Glorot normal initializer\, also called Xavier normal initializer.","tf.keras.initializers.GlorotNormal","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/GlorotNormal"
"tf.keras.initializers.GlorotNormal","The Glorot normal initializer\, also called Xavier normal initializer.","tf.keras.initializers.GlorotNormal","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/GlorotNormal"
"tf.keras.initializers.GlorotUniform","The Glorot uniform initializer\, also called Xavier uniform initializer.","tf.keras.initializers.GlorotUniform","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/GlorotUniform"
"tf.keras.initializers.GlorotUniform","The Glorot uniform initializer\, also called Xavier uniform initializer.","tf.keras.initializers.GlorotUniform","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/GlorotUniform"
"tf.keras.initializers.HeNormal","He normal initializer.","tf.keras.initializers.HeNormal","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/HeNormal"
"tf.keras.initializers.HeNormal","He normal initializer.","tf.keras.initializers.HeNormal","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/HeNormal"
"tf.keras.initializers.HeUniform","He uniform variance scaling initializer.","tf.keras.initializers.HeUniform","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/HeUniform"
"tf.keras.initializers.HeUniform","He uniform variance scaling initializer.","tf.keras.initializers.HeUniform","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/HeUniform"
"tf.keras.initializers.Identity","Initializer that generates the identity matrix.","tf.keras.initializers.Identity","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/Identity"
"tf.keras.initializers.Identity","Initializer that generates the identity matrix.","tf.keras.initializers.Identity","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/Identity"
"tf.keras.initializers.Initializer","Initializer base class: all Keras initializers inherit from this class.","tf.keras.initializers.Initializer","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/Initializer"
"tf.keras.initializers.LecunNormal","Lecun normal initializer.","tf.keras.initializers.LecunNormal","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/LecunNormal"
"tf.keras.initializers.LecunNormal","Lecun normal initializer.","tf.keras.initializers.LecunNormal","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/LecunNormal"
"tf.keras.initializers.LecunUniform","Lecun uniform initializer.","tf.keras.initializers.LecunUniform","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/LecunUniform"
"tf.keras.initializers.LecunUniform","Lecun uniform initializer.","tf.keras.initializers.LecunUniform","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/LecunUniform"
"tf.keras.initializers.Ones","Initializer that generates tensors initialized to 1.","tf.keras.initializers.Ones","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/Ones"
"tf.keras.initializers.Ones","Initializer that generates tensors initialized to 1.","tf.keras.initializers.Ones","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/Ones"
"tf.keras.initializers.Orthogonal","Initializer that generates an orthogonal matrix.","tf.keras.initializers.Orthogonal","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/Orthogonal"
"tf.keras.initializers.Orthogonal","Initializer that generates an orthogonal matrix.","tf.keras.initializers.Orthogonal","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/Orthogonal"
"tf.keras.initializers.RandomNormal","Initializer that generates tensors with a normal distribution.","tf.keras.initializers.RandomNormal","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/RandomNormal"
"tf.keras.initializers.RandomNormal","Initializer that generates tensors with a normal distribution.","tf.keras.initializers.RandomNormal","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/RandomNormal"
"tf.keras.initializers.RandomUniform","Initializer that generates tensors with a uniform distribution.","tf.keras.initializers.RandomUniform","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/RandomUniform"
"tf.keras.initializers.RandomUniform","Initializer that generates tensors with a uniform distribution.","tf.keras.initializers.RandomUniform","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/RandomUniform"
"tf.keras.initializers.TruncatedNormal","Initializer that generates a truncated normal distribution.","tf.keras.initializers.TruncatedNormal","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/TruncatedNormal"
"tf.keras.initializers.TruncatedNormal","Initializer that generates a truncated normal distribution.","tf.keras.initializers.TruncatedNormal","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/TruncatedNormal"
"tf.keras.initializers.VarianceScaling","Initializer capable of adapting its scale to the shape of weights tensors.","tf.keras.initializers.VarianceScaling","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/VarianceScaling"
"tf.keras.initializers.VarianceScaling","Initializer capable of adapting its scale to the shape of weights tensors.","tf.keras.initializers.VarianceScaling","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/VarianceScaling"
"tf.keras.initializers.Zeros","Initializer that generates tensors initialized to 0.","tf.keras.initializers.Zeros","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/Zeros"
"tf.keras.initializers.Zeros","Initializer that generates tensors initialized to 0.","tf.keras.initializers.Zeros","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/Zeros"
"tf.keras.initializers.deserialize","Return an Initializer object from its config.","tf.keras.initializers.deserialize","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/deserialize"
"tf.keras.initializers.get","Retrieve a Keras initializer by the identifier.","tf.keras.initializers.get","https://www.tensorflow.org/api_docs/python/tf/keras/initializers/get"
"tf.linalg.LinearOperator","Base class defining a [batch of] linear operator[s].","tf.linalg.LinearOperator","https://www.tensorflow.org/api_docs/python/tf/linalg/LinearOperator"
"tf.linalg.LinearOperatorAdjoint","LinearOperator representing the adjoint of another operator.","tf.linalg.LinearOperatorAdjoint","https://www.tensorflow.org/api_docs/python/tf/linalg/LinearOperatorAdjoint"
"tf.linalg.LinearOperatorBlockDiag","Combines one or more LinearOperators in to a Block Diagonal matrix.","tf.linalg.LinearOperatorBlockDiag","https://www.tensorflow.org/api_docs/python/tf/linalg/LinearOperatorBlockDiag"
"tf.linalg.LinearOperatorBlockLowerTriangular","Combines LinearOperators into a blockwise lower-triangular matrix.","tf.linalg.LinearOperatorBlockLowerTriangular","https://www.tensorflow.org/api_docs/python/tf/linalg/LinearOperatorBlockLowerTriangular"
"tf.linalg.LinearOperatorCirculant","LinearOperator acting like a circulant matrix.","tf.linalg.LinearOperatorCirculant","https://www.tensorflow.org/api_docs/python/tf/linalg/LinearOperatorCirculant"
"tf.linalg.LinearOperatorCirculant2D","LinearOperator acting like a block circulant matrix.","tf.linalg.LinearOperatorCirculant2D","https://www.tensorflow.org/api_docs/python/tf/linalg/LinearOperatorCirculant2D"
"tf.linalg.LinearOperatorCirculant3D","LinearOperator acting like a nested block circulant matrix.","tf.linalg.LinearOperatorCirculant3D","https://www.tensorflow.org/api_docs/python/tf/linalg/LinearOperatorCirculant3D"
"tf.linalg.LinearOperatorComposition","Composes one or more LinearOperators.","tf.linalg.LinearOperatorComposition","https://www.tensorflow.org/api_docs/python/tf/linalg/LinearOperatorComposition"
"tf.linalg.LinearOperatorDiag","LinearOperator acting like a [batch] square diagonal matrix.","tf.linalg.LinearOperatorDiag","https://www.tensorflow.org/api_docs/python/tf/linalg/LinearOperatorDiag"
"tf.linalg.LinearOperatorFullMatrix","LinearOperator that wraps a [batch] matrix.","tf.linalg.LinearOperatorFullMatrix","https://www.tensorflow.org/api_docs/python/tf/linalg/LinearOperatorFullMatrix"
"tf.linalg.LinearOperatorHouseholder","LinearOperator acting like a [batch] of Householder transformations.","tf.linalg.LinearOperatorHouseholder","https://www.tensorflow.org/api_docs/python/tf/linalg/LinearOperatorHouseholder"
"tf.linalg.LinearOperatorIdentity","LinearOperator acting like a [batch] square identity matrix.","tf.linalg.LinearOperatorIdentity","https://www.tensorflow.org/api_docs/python/tf/linalg/LinearOperatorIdentity"
"tf.linalg.LinearOperatorInversion","LinearOperator representing the inverse of another operator.","tf.linalg.LinearOperatorInversion","https://www.tensorflow.org/api_docs/python/tf/linalg/LinearOperatorInversion"
"tf.linalg.LinearOperatorKronecker","Kronecker product between two LinearOperators.","tf.linalg.LinearOperatorKronecker","https://www.tensorflow.org/api_docs/python/tf/linalg/LinearOperatorKronecker"
"tf.linalg.LinearOperatorLowRankUpdate","Perturb a LinearOperator with a rank K update.","tf.linalg.LinearOperatorLowRankUpdate","https://www.tensorflow.org/api_docs/python/tf/linalg/LinearOperatorLowRankUpdate"
"tf.linalg.LinearOperatorLowerTriangular","LinearOperator acting like a [batch] square lower triangular matrix.","tf.linalg.LinearOperatorLowerTriangular","https://www.tensorflow.org/api_docs/python/tf/linalg/LinearOperatorLowerTriangular"
"tf.linalg.LinearOperatorPermutation","LinearOperator acting like a [batch] of permutation matrices.","tf.linalg.LinearOperatorPermutation","https://www.tensorflow.org/api_docs/python/tf/linalg/LinearOperatorPermutation"
"tf.linalg.LinearOperatorScaledIdentity","LinearOperator acting like a scaled [batch] identity matrix A = c I.","tf.linalg.LinearOperatorScaledIdentity","https://www.tensorflow.org/api_docs/python/tf/linalg/LinearOperatorScaledIdentity"
"tf.linalg.LinearOperatorToeplitz","LinearOperator acting like a [batch] of toeplitz matrices.","tf.linalg.LinearOperatorToeplitz","https://www.tensorflow.org/api_docs/python/tf/linalg/LinearOperatorToeplitz"
"tf.linalg.LinearOperatorTridiag","LinearOperator acting like a [batch] square tridiagonal matrix.","tf.linalg.LinearOperatorTridiag","https://www.tensorflow.org/api_docs/python/tf/linalg/LinearOperatorTridiag"
"tf.linalg.LinearOperatorZeros","LinearOperator acting like a [batch] zero matrix.","tf.linalg.LinearOperatorZeros","https://www.tensorflow.org/api_docs/python/tf/linalg/LinearOperatorZeros"
"tf.linalg.adjoint","Transposes the last two dimensions of and conjugates tensor matrix.","tf.linalg.adjoint","https://www.tensorflow.org/api_docs/python/tf/linalg/adjoint"
"tf.linalg.band_part","Copy a tensor setting everything outside a central band in each innermost matrix to zero.","tf.linalg.band_part","https://www.tensorflow.org/api_docs/python/tf/linalg/band_part"
"tf.linalg.banded_triangular_solve","Solve triangular systems of equations with a banded solver.","tf.linalg.banded_triangular_solve","https://www.tensorflow.org/api_docs/python/tf/linalg/banded_triangular_solve"
"tf.linalg.cholesky","Computes the Cholesky decomposition of one or more square matrices.","tf.linalg.cholesky","https://www.tensorflow.org/api_docs/python/tf/linalg/cholesky"
"tf.linalg.cholesky_solve","Solves systems of linear eqns A X = RHS\, given Cholesky factorizations.","tf.linalg.cholesky_solve","https://www.tensorflow.org/api_docs/python/tf/linalg/cholesky_solve"
"tf.linalg.cross","Compute the pairwise cross product.","tf.linalg.cross","https://www.tensorflow.org/api_docs/python/tf/linalg/cross"
"tf.linalg.det","Computes the determinant of one or more square matrices.","tf.linalg.det","https://www.tensorflow.org/api_docs/python/tf/linalg/det"
"tf.linalg.diag","Returns a batched diagonal tensor with given batched diagonal values.","tf.linalg.diag","https://www.tensorflow.org/api_docs/python/tf/linalg/diag"
"tf.linalg.diag_part","Returns the batched diagonal part of a batched tensor.","tf.linalg.diag_part","https://www.tensorflow.org/api_docs/python/tf/linalg/diag_part"
"tf.linalg.eig","Computes the eigen decomposition of a batch of matrices.","tf.linalg.eig","https://www.tensorflow.org/api_docs/python/tf/linalg/eig"
"tf.linalg.eig","Computes the eigen decomposition of a batch of matrices.","tf.linalg.eig","https://www.tensorflow.org/api_docs/python/tf/linalg/eig"
"tf.linalg.eigh","Computes the eigen decomposition of a batch of self-adjoint matrices.","tf.linalg.eigh","https://www.tensorflow.org/api_docs/python/tf/linalg/eigh"
"tf.linalg.eigvals","Computes the eigenvalues of one or more matrices.","tf.linalg.eigvals","https://www.tensorflow.org/api_docs/python/tf/linalg/eigvals"
"tf.linalg.eigvals","Computes the eigenvalues of one or more matrices.","tf.linalg.eigvals","https://www.tensorflow.org/api_docs/python/tf/linalg/eigvals"
"tf.linalg.eigvalsh","Computes the eigenvalues of one or more self-adjoint matrices.","tf.linalg.eigvalsh","https://www.tensorflow.org/api_docs/python/tf/linalg/eigvalsh"
"tf.linalg.experimental.conjugate_gradient","Conjugate gradient solver.","tf.linalg.experimental.conjugate_gradient","https://www.tensorflow.org/api_docs/python/tf/linalg/experimental/conjugate_gradient"
"tf.linalg.expm","Computes the matrix exponential of one or more square matrices.","tf.linalg.expm","https://www.tensorflow.org/api_docs/python/tf/linalg/expm"
"tf.linalg.global_norm","Computes the global norm of multiple tensors.","tf.linalg.global_norm","https://www.tensorflow.org/api_docs/python/tf/linalg/global_norm"
"tf.linalg.inv","Computes the inverse of one or more square invertible matrices or their adjoints (conjugate transposes).","tf.linalg.inv","https://www.tensorflow.org/api_docs/python/tf/linalg/inv"
"tf.linalg.logdet","Computes log of the determinant of a hermitian positive definite matrix.","tf.linalg.logdet","https://www.tensorflow.org/api_docs/python/tf/linalg/logdet"
"tf.linalg.logm","Computes the matrix logarithm of one or more square matrices:","tf.linalg.logm","https://www.tensorflow.org/api_docs/python/tf/linalg/logm"
"tf.linalg.lstsq","Solves one or more linear least-squares problems.","tf.linalg.lstsq","https://www.tensorflow.org/api_docs/python/tf/linalg/lstsq"
"tf.linalg.lu","Computes the LU decomposition of one or more square matrices.","tf.linalg.lu","https://www.tensorflow.org/api_docs/python/tf/linalg/lu"
"tf.linalg.lu_matrix_inverse","Computes the inverse given the LU decomposition(s) of one or more matrices.","tf.linalg.lu_matrix_inverse","https://www.tensorflow.org/api_docs/python/tf/linalg/lu_matrix_inverse"
"tf.linalg.lu_reconstruct","The reconstruct one or more matrices from their LU decomposition(s).","tf.linalg.lu_reconstruct","https://www.tensorflow.org/api_docs/python/tf/linalg/lu_reconstruct"
"tf.linalg.lu_solve","Solves systems of linear eqns A X = RHS\, given LU factorizations.","tf.linalg.lu_solve","https://www.tensorflow.org/api_docs/python/tf/linalg/lu_solve"
"tf.linalg.matmul","Multiplies matrix a by matrix b\, producing a * b.","tf.linalg.matmul","https://www.tensorflow.org/api_docs/python/tf/linalg/matmul"
"tf.linalg.matmul","Multiplies matrix a by matrix b\, producing a * b.","tf.linalg.matmul","https://www.tensorflow.org/api_docs/python/tf/linalg/matmul"
"tf.linalg.matrix_rank","Compute the matrix rank of one or more matrices.","tf.linalg.matrix_rank","https://www.tensorflow.org/api_docs/python/tf/linalg/matrix_rank"
"tf.linalg.matrix_transpose","Transposes last two dimensions of tensor a.","tf.linalg.matrix_transpose","https://www.tensorflow.org/api_docs/python/tf/linalg/matrix_transpose"
"tf.linalg.matvec","Multiplies matrix a by vector b\, producing a * b.","tf.linalg.matvec","https://www.tensorflow.org/api_docs/python/tf/linalg/matvec"
"tf.linalg.normalize","Normalizes tensor along dimension axis using specified norm.","tf.linalg.normalize","https://www.tensorflow.org/api_docs/python/tf/linalg/normalize"
"tf.linalg.pinv","Compute the Moore-Penrose pseudo-inverse of one or more matrices.","tf.linalg.pinv","https://www.tensorflow.org/api_docs/python/tf/linalg/pinv"
"tf.linalg.qr","Computes the QR decompositions of one or more matrices.","tf.linalg.qr","https://www.tensorflow.org/api_docs/python/tf/linalg/qr"
"tf.linalg.set_diag","Returns a batched matrix tensor with new batched diagonal values.","tf.linalg.set_diag","https://www.tensorflow.org/api_docs/python/tf/linalg/set_diag"
"tf.linalg.slogdet","Computes the sign and the log of the absolute value of the determinant of","tf.linalg.slogdet","https://www.tensorflow.org/api_docs/python/tf/linalg/slogdet"
"tf.linalg.solve","Solves systems of linear equations.","tf.linalg.solve","https://www.tensorflow.org/api_docs/python/tf/linalg/solve"
"tf.linalg.sqrtm","Computes the matrix square root of one or more square matrices:","tf.linalg.sqrtm","https://www.tensorflow.org/api_docs/python/tf/linalg/sqrtm"
"tf.linalg.sqrtm","Computes the matrix square root of one or more square matrices:","tf.linalg.sqrtm","https://www.tensorflow.org/api_docs/python/tf/linalg/sqrtm"
"tf.linalg.svd","Computes the singular value decompositions of one or more matrices.","tf.linalg.svd","https://www.tensorflow.org/api_docs/python/tf/linalg/svd"
"tf.linalg.tensor_diag","Returns a diagonal tensor with a given diagonal values.","tf.linalg.tensor_diag","https://www.tensorflow.org/api_docs/python/tf/linalg/tensor_diag"
"tf.linalg.tensor_diag_part","Returns the diagonal part of the tensor.","tf.linalg.tensor_diag_part","https://www.tensorflow.org/api_docs/python/tf/linalg/tensor_diag_part"
"tf.linalg.trace","Compute the trace of a tensor x.","tf.linalg.trace","https://www.tensorflow.org/api_docs/python/tf/linalg/trace"
"tf.linalg.triangular_solve","Solve systems of linear equations with upper or lower triangular matrices.","tf.linalg.triangular_solve","https://www.tensorflow.org/api_docs/python/tf/linalg/triangular_solve"
"tf.linalg.tridiagonal_matmul","Multiplies tridiagonal matrix by matrix.","tf.linalg.tridiagonal_matmul","https://www.tensorflow.org/api_docs/python/tf/linalg/tridiagonal_matmul"
"tf.linalg.tridiagonal_solve","Solves tridiagonal systems of equations.","tf.linalg.tridiagonal_solve","https://www.tensorflow.org/api_docs/python/tf/linalg/tridiagonal_solve"
"tf.linspace","Generates evenly-spaced values in an interval along a given axis.","tf.linspace","https://www.tensorflow.org/api_docs/python/tf/linspace"
"tf.load_library","Loads a TensorFlow plugin.","tf.load_library","https://www.tensorflow.org/api_docs/python/tf/load_library"
"tf.load_op_library","Loads a TensorFlow plugin\, containing custom ops and kernels.","tf.load_op_library","https://www.tensorflow.org/api_docs/python/tf/load_op_library"
"tf.make_ndarray","Create a numpy ndarray from a tensor.","tf.make_ndarray","https://www.tensorflow.org/api_docs/python/tf/make_ndarray"
"tf.make_tensor_proto","Create a TensorProto.","tf.make_tensor_proto","https://www.tensorflow.org/api_docs/python/tf/make_tensor_proto"
"tf.map_fn","Transforms elems by applying fn to each element unstacked on axis 0. (deprecated arguments)","tf.map_fn","https://www.tensorflow.org/api_docs/python/tf/map_fn"
"tf.math.abs","Computes the absolute value of a tensor.","tf.math.abs","https://www.tensorflow.org/api_docs/python/tf/math/abs"
"tf.math.abs","Computes the absolute value of a tensor.","tf.math.abs","https://www.tensorflow.org/api_docs/python/tf/math/abs"
