name,numpy
"torch.tril_indices","numpy.tril_indices"
"torch.triu","numpy.triu"
"torch.triu_indices","numpy.triu_indices"
"torch.true_divide","numpy.true_divide"
"torch.trunc","numpy.trunc"
"torch.unbind",""
"torch.unique","numpy.unique"
"torch.unique_consecutive",""
"torch.unsqueeze","numpy.expand_dims"
"torch.use_deterministic_algorithms",""
"torch.vander","numpy.vander"
"torch.var","numpy.var"
"torch.var_mean",""
"torch.vdot","numpy.vdot"
"torch.view_as_complex",""
"torch.view_as_real",""
"torch.vstack","numpy.vstack"
"torch.where","numpy.where"
"torch.xlogy",""
"torch.zeros","numpy.zeros"
"torch.zeros_like","numpy.zeros_like"
