name,numpy
"torch.Tensor.requires_grad_",""
"torch.Tensor.reshape","numpy.ndarray.reshape"
"torch.Tensor.reshape_as",""
"torch.Tensor.resize",""
"torch.Tensor.resize_","numpy.ndarray.resize"
"torch.Tensor.resize_as",""
"torch.Tensor.resize_as_",""
"torch.Tensor.retain_grad",""
"torch.Tensor.rfft",""
"torch.Tensor.roll",""
"torch.Tensor.rot90",""
"torch.Tensor.round","numpy.ndarray.round"
"torch.Tensor.round_","numpy.ndarray.round"
"torch.Tensor.rsqrt",""
"torch.Tensor.rsqrt_",""
"torch.Tensor.scatter",""
"torch.Tensor.scatter_",""
"torch.Tensor.scatter_add",""
"torch.Tensor.scatter_add_",""
"torch.Tensor.select",""
"torch.Tensor.set_",""
"torch.Tensor.shape","numpy.ndarray.shape"
"torch.Tensor.share_memory_",""
"torch.Tensor.short",""
"torch.Tensor.sigmoid",""
"torch.Tensor.sigmoid_",""
"torch.Tensor.sign",""
"torch.Tensor.sign_",""
"torch.Tensor.sin",""
"torch.Tensor.sin_",""
"torch.Tensor.sinh",""
"torch.Tensor.sinh_",""
"torch.Tensor.size",""
"torch.Tensor.slogdet",""
"torch.Tensor.smm",""
"torch.Tensor.softmax",""
"torch.Tensor.solve",""
"torch.Tensor.sort","numpy.ndarray.sort"
"torch.Tensor.sparse_dim",""
"torch.Tensor.sparse_mask",""
"torch.Tensor.sparse_resize_",""
"torch.Tensor.sparse_resize_and_clear_",""
"torch.Tensor.split",""
"torch.Tensor.split_with_sizes",""
"torch.Tensor.sqrt",""
"torch.Tensor.sqrt_",""
"torch.Tensor.square",""
"torch.Tensor.square_",""
"torch.Tensor.squeeze",""
"torch.Tensor.squeeze_","numpy.ndarray.squeeze"
"torch.Tensor.sspaddmm",""
"torch.Tensor.std","numpy.ndarray.std"
"torch.Tensor.stft",""
"torch.Tensor.storage",""
"torch.Tensor.storage_offset",""
"torch.Tensor.storage_type",""
"torch.Tensor.stride",""
"torch.Tensor.sub",""
"torch.Tensor.sub_",""
"torch.Tensor.sum","numpy.ndarray.sum"
"torch.Tensor.sum_to_size",""
"torch.Tensor.svd",""
"torch.Tensor.symeig",""
"torch.Tensor.t",""
"torch.Tensor.t_",""
"torch.Tensor.take","numpy.ndarray.take"
"torch.Tensor.tan",""
"torch.Tensor.tan_",""
"torch.Tensor.tanh",""
"torch.Tensor.tanh_",""
"torch.Tensor.to",""
"torch.Tensor.to_dense",""
"torch.Tensor.to_mkldnn",""
"torch.Tensor.to_sparse",""
"torch.Tensor.tolist","numpy.ndarray.tolist"
"torch.Tensor.topk",""
"torch.Tensor.trace","numpy.ndarray.trace"
"torch.Tensor.transpose","numpy.ndarray.transpose"
"torch.Tensor.transpose_",""
"torch.Tensor.triangular_solve",""
"torch.Tensor.tril",""
"torch.Tensor.tril_",""
"torch.Tensor.triu",""
"torch.Tensor.triu_",""
"torch.Tensor.true_divide",""
"torch.Tensor.true_divide_",""
"torch.Tensor.trunc",""
"torch.Tensor.trunc_",""
"torch.Tensor.type",""
"torch.Tensor.type_as",""
"torch.Tensor.unbind",""
"torch.Tensor.unflatten",""
"torch.Tensor.unfold",""
"torch.Tensor.uniform_",""
"torch.Tensor.unique",""
"torch.Tensor.unique_consecutive",""
"torch.Tensor.unsqueeze",""
"torch.Tensor.unsqueeze_",""
"torch.Tensor.values",""
"torch.Tensor.var","numpy.ndarray.var"
"torch.Tensor.view","numpy.ndarray.view"
"torch.Tensor.view_as",""
"torch.Tensor.volatile",""
"torch.Tensor.where",""
"torch.Tensor.zero_",""
